geoid,month,evictions
4013104227,2022-12,3
4013104227,2023-01,4
4013104227,2023-03,3
4013104227,2023-04,1
4013104227,2023-06,3
4013104227,2023-07,10
4013104227,2023-08,5
4013104227,2023-09,4
4013104227,2023-10,6
4013104227,2023-11,3
4013104227,2023-12,6
4013104227,2024-01,5
4013104227,2024-02,1
4013104227,2024-03,5
4013104227,2024-04,7
4013104227,2024-05,8
4013104227,2024-06,3
4013104227,2024-07,7
4013104227,2024-08,10
4013104227,2024-09,4
4013104227,2024-10,10
4013104227,2024-11,9
4013104227,2024-12,7
4013104301,2022-08,1
4013104301,2022-09,2
4013104301,2022-11,1
4013104301,2023-05,1
4013104301,2023-08,1
4013104301,2023-10,2
4013104301,2023-11,2
4013104301,2023-12,2
4013104301,2024-02,1
4013104301,2024-04,2
4013104301,2024-06,2
4013104301,2024-08,2
4013104301,2024-09,1
4013104301,2024-10,1
4013104301,2024-11,1
4013104301,2024-12,1
4013104302,2022-01,26
4013104302,2022-02,25
4013104302,2022-03,27
4013104302,2022-04,14
4013104302,2022-05,26
4013104302,2022-06,22
4013104302,2022-07,38
4013104302,2022-08,29
4013104302,2022-09,19
4013104302,2022-10,29
4013104302,2022-11,16
4013104302,2022-12,27
4013104302,2023-01,46
4013104302,2023-02,21
4013104302,2023-03,15
4013104302,2023-04,29
4013104302,2023-05,37
4013104302,2023-06,27
4013104302,2023-07,34
4013104302,2023-08,30
4013104302,2023-09,26
4013104302,2023-10,33
4013104302,2023-11,20
4013104302,2023-12,38
4013104302,2024-01,23
4013104302,2024-02,22
4013104302,2024-03,24
4013104302,2024-04,43
4013104302,2024-05,45
4013104302,2024-06,51
4013104302,2024-07,52
4013104302,2024-08,52
4013104302,2024-09,52
4013104302,2024-10,31
4013104302,2024-11,48
4013104302,2024-12,43
4013104401,2022-01,20
4013104401,2022-02,28
4013104401,2022-03,8
4013104401,2022-04,22
4013104401,2022-05,26
4013104401,2022-06,21
4013104401,2022-07,22
4013104401,2022-08,33
4013104401,2022-09,33
4013104401,2022-10,12
4013104401,2022-11,26
4013104401,2022-12,25
4013104401,2023-01,13
4013104401,2023-02,18
4013104401,2023-03,5
4013104401,2023-04,7
4013104401,2023-05,15
4013104401,2023-06,13
4013104401,2023-07,27
4013104401,2023-08,16
4013104401,2023-09,14
4013104401,2023-10,16
4013104401,2023-11,15
4013104401,2023-12,16
4013104401,2024-01,37
4013104401,2024-02,28
4013104401,2024-03,35
4013104401,2024-04,25
4013104401,2024-05,22
4013104401,2024-06,19
4013104401,2024-07,32
4013104401,2024-08,24
4013104401,2024-09,24
4013104401,2024-10,26
4013104401,2024-11,22
4013104401,2024-12,29
4013104402,2022-01,5
4013104402,2022-02,5
4013104402,2022-03,2
4013104402,2022-05,1
4013104402,2022-06,6
4013104402,2022-07,9
4013104402,2022-08,3
4013104402,2022-09,14
4013104402,2022-10,5
4013104402,2022-11,5
4013104402,2022-12,6
4013104402,2023-01,13
4013104402,2023-02,5
4013104402,2023-03,5
4013104402,2023-04,7
4013104402,2023-05,7
4013104402,2023-06,12
4013104402,2023-07,8
4013104402,2023-08,16
4013104402,2023-09,9
4013104402,2023-10,12
4013104402,2023-11,7
4013104402,2023-12,3
4013104402,2024-01,6
4013104402,2024-02,11
4013104402,2024-03,13
4013104402,2024-04,7
4013104402,2024-05,7
4013104402,2024-06,9
4013104402,2024-07,18
4013104402,2024-08,8
4013104402,2024-09,14
4013104402,2024-10,16
4013104402,2024-11,5
4013104402,2024-12,13
4013104501,2022-01,14
4013104501,2022-02,4
4013104501,2022-03,16
4013104501,2022-04,12
4013104501,2022-05,12
4013104501,2022-06,11
4013104501,2022-07,14
4013104501,2022-08,14
4013104501,2022-09,6
4013104501,2022-10,14
4013104501,2022-11,5
4013104501,2022-12,12
4013104501,2023-01,10
4013104501,2023-02,7
4013104501,2023-03,7
4013104501,2023-04,8
4013104501,2023-05,10
4013104501,2023-06,13
4013104501,2023-07,4
4013104501,2023-08,8
4013104501,2023-09,14
4013104501,2023-10,15
4013104501,2023-11,11
4013104501,2023-12,9
4013104501,2024-01,14
4013104501,2024-02,17
4013104501,2024-03,8
4013104501,2024-04,9
4013104501,2024-05,7
4013104501,2024-06,15
4013104501,2024-07,16
4013104501,2024-08,14
4013104501,2024-09,6
4013104501,2024-10,15
4013104501,2024-11,7
4013104501,2024-12,10
4013104502,2022-01,7
4013104502,2022-02,11
4013104502,2022-03,6
4013104502,2022-04,4
4013104502,2022-05,3
4013104502,2022-06,6
4013104502,2022-07,6
4013104502,2022-08,9
4013104502,2022-09,2
4013104502,2022-10,3
4013104502,2022-11,3
4013104502,2022-12,2
4013104502,2023-01,3
4013104502,2023-02,2
4013104502,2023-03,1
4013104502,2023-04,3
4013104502,2023-05,3
4013104502,2023-06,4
4013104502,2023-07,3
4013104502,2023-08,5
4013104502,2023-09,4
4013104502,2023-10,6
4013104502,2023-11,4
4013104502,2023-12,5
4013104502,2024-01,4
4013104502,2024-02,4
4013104502,2024-03,2
4013104502,2024-04,3
4013104502,2024-05,3
4013104502,2024-06,6
4013104502,2024-07,7
4013104502,2024-08,5
4013104502,2024-09,4
4013104502,2024-10,6
4013104502,2024-11,4
4013104502,2024-12,2
4013104600,2022-01,19
4013104600,2022-02,12
4013104600,2022-03,7
4013104600,2022-04,10
4013104600,2022-05,15
4013104600,2022-06,10
4013104600,2022-07,13
4013104600,2022-08,10
4013104600,2022-09,14
4013104600,2022-10,9
4013104600,2022-11,2
4013104600,2022-12,15
4013104600,2023-01,6
4013104600,2023-02,2
4013104600,2023-03,2
4013104600,2023-04,9
4013104600,2023-05,13
4013104600,2023-06,3
4013104600,2023-07,5
4013104600,2023-08,4
4013104600,2023-09,20
4013104600,2023-10,7
4013104600,2023-11,6
4013104600,2023-12,10
4013104600,2024-01,8
4013104600,2024-02,5
4013104600,2024-03,8
4013104600,2024-04,9
4013104600,2024-05,11
4013104600,2024-06,6
4013104600,2024-07,7
4013104600,2024-08,11
4013104600,2024-09,4
4013104600,2024-10,12
4013104600,2024-11,6
4013104600,2024-12,9
4013104701,2022-01,5
4013104701,2022-02,2
4013104701,2022-04,3
4013104701,2022-05,2
4013104701,2022-06,3
4013104701,2022-07,1
4013104701,2022-08,2
4013104701,2022-09,5
4013104701,2022-10,3
4013104701,2022-11,4
4013104701,2022-12,3
4013104701,2023-01,4
4013104701,2023-02,2
4013104701,2023-03,1
4013104701,2023-04,3
4013104701,2023-05,2
4013104701,2023-06,2
4013104701,2023-07,2
4013104701,2023-08,3
4013104701,2023-09,4
4013104701,2023-10,2
4013104701,2023-11,2
4013104701,2024-01,4
4013104701,2024-03,3
4013104701,2024-04,2
4013104701,2024-05,4
4013104701,2024-06,1
4013104701,2024-07,2
4013104701,2024-08,5
4013104701,2024-09,2
4013104701,2024-10,4
4013104701,2024-11,3
4013104701,2024-12,4
4013104702,2022-01,3
4013104702,2022-02,4
4013104702,2022-03,6
4013104702,2022-04,4
4013104702,2022-05,6
4013104702,2022-06,9
4013104702,2022-07,9
4013104702,2022-08,5
4013104702,2022-09,6
4013104702,2022-10,4
4013104702,2022-11,8
4013104702,2022-12,4
4013104702,2023-01,5
4013104702,2023-02,3
4013104702,2023-03,7
4013104702,2023-04,2
4013104702,2023-05,10
4013104702,2023-06,3
4013104702,2023-07,3
4013104702,2023-08,7
4013104702,2023-09,8
4013104702,2023-10,4
4013104702,2023-11,3
4013104702,2023-12,5
4013104702,2024-01,5
4013104702,2024-02,6
4013104702,2024-03,9
4013104702,2024-04,4
4013104702,2024-05,8
4013104702,2024-06,10
4013104702,2024-07,5
4013104702,2024-08,10
4013104702,2024-09,2
4013104702,2024-10,13
4013104702,2024-11,14
4013104702,2024-12,10
4013104801,2022-01,1
4013104801,2022-04,1
4013104801,2022-05,2
4013104801,2022-06,1
4013104801,2022-07,1
4013104801,2022-08,2
4013104801,2022-09,2
4013104801,2022-11,1
4013104801,2023-02,1
4013104801,2023-04,1
4013104801,2023-06,1
4013104801,2023-10,1
4013104801,2023-11,1
4013104801,2024-01,1
4013104801,2024-03,1
4013104801,2024-05,1
4013104801,2024-06,1
4013104801,2024-08,1
4013104801,2024-10,3
4013104801,2024-11,1
4013104802,2022-01,1
4013104802,2022-02,3
4013104802,2022-03,1
4013104802,2022-04,1
4013104802,2022-05,3
4013104802,2022-06,5
4013104802,2022-07,2
4013104802,2022-08,1
4013104802,2022-09,4
4013104802,2022-10,3
4013104802,2022-11,3
4013104802,2022-12,2
4013104802,2023-01,6
4013104802,2023-02,3
4013104802,2023-03,3
4013104802,2023-04,4
4013104802,2023-05,6
4013104802,2023-06,5
4013104802,2023-07,6
4013104802,2023-08,6
4013104802,2023-09,9
4013104802,2023-10,4
4013104802,2023-11,3
4013104802,2023-12,6
4013104802,2024-01,7
4013104802,2024-02,10
4013104802,2024-03,5
4013104802,2024-04,5
4013104802,2024-05,6
4013104802,2024-06,8
4013104802,2024-07,15
4013104802,2024-08,8
4013104802,2024-09,6
4013104802,2024-10,6
4013104802,2024-11,3
4013104802,2024-12,4
4013104900,2022-06,1
4013104900,2022-08,1
4013104900,2022-09,1
4013104900,2022-12,1
4013104900,2023-02,1
4013104900,2024-02,2
4013104900,2024-08,1
4013104900,2024-09,3
4013105002,2022-03,1
4013105002,2022-06,1
4013105004,2024-07,1
4013105101,2022-02,1
4013105101,2022-05,1
4013105101,2022-07,1
4013105101,2024-09,1
4013105102,2022-03,3
4013105102,2022-04,1
4013105102,2022-05,4
4013105102,2022-06,3
4013105102,2022-08,4
4013105102,2022-09,1
4013105102,2022-10,1
4013105102,2022-12,2
4013105102,2023-01,5
4013105102,2023-04,3
4013105102,2023-05,1
4013105102,2023-06,2
4013105102,2023-09,1
4013105102,2023-10,1
4013105102,2024-02,1
4013105102,2024-03,1
4013105102,2024-05,2
4013105102,2024-07,1
4013105102,2024-08,2
4013105102,2024-10,1
4013105103,2023-05,1
4013105200,2022-01,10
4013105200,2022-02,4
4013105200,2022-03,12
4013105200,2022-04,6
4013105200,2022-05,4
4013105200,2022-06,7
4013105200,2022-07,10
4013105200,2022-08,4
4013105200,2022-09,11
4013105200,2022-10,8
4013105200,2022-11,1
4013105200,2022-12,7
4013105200,2023-01,2
4013105200,2023-02,5
4013105200,2023-03,3
4013105200,2023-04,1
4013105200,2023-05,7
4013105200,2023-06,2
4013105200,2023-07,6
4013105200,2023-08,12
4013105200,2023-09,7
4013105200,2023-10,7
4013105200,2023-11,3
4013105200,2023-12,8
4013105200,2024-01,2
4013105200,2024-02,5
4013105200,2024-03,7
4013105200,2024-04,12
4013105200,2024-05,11
4013105200,2024-06,11
4013105200,2024-07,11
4013105200,2024-08,13
4013105200,2024-09,7
4013105200,2024-10,8
4013105200,2024-11,1
4013105200,2024-12,7
4013105300,2022-01,3
4013105300,2022-02,1
4013105300,2022-03,3
4013105300,2022-04,5
4013105300,2022-05,1
4013105300,2022-07,1
4013105300,2022-08,4
4013105300,2022-10,3
4013105300,2022-12,1
4013105300,2023-01,2
4013105300,2023-02,2
4013105300,2023-03,3
4013105300,2023-04,1
4013105300,2023-05,2
4013105300,2023-06,2
4013105300,2023-07,1
4013105300,2023-08,2
4013105300,2023-09,1
4013105300,2023-10,3
4013105300,2023-12,1
4013105300,2024-01,2
4013105300,2024-02,3
4013105300,2024-03,3
4013105300,2024-04,3
4013105300,2024-05,1
4013105300,2024-06,1
4013105300,2024-07,2
4013105300,2024-08,4
4013105300,2024-09,4
4013105300,2024-10,3
4013105300,2024-11,2
4013105400,2022-01,3
4013105400,2022-02,3
4013105400,2022-03,2
4013105400,2022-04,4
4013105400,2022-05,2
4013105400,2022-06,5
4013105400,2022-07,3
4013105400,2022-08,9
4013105400,2022-09,6
4013105400,2022-10,3
4013105400,2022-11,6
4013105400,2022-12,2
4013105400,2023-01,4
4013105400,2023-02,3
4013105400,2023-03,4
4013105400,2023-04,4
4013105400,2023-05,1
4013105400,2023-06,3
4013105400,2023-07,3
4013105400,2023-08,2
4013105400,2023-09,2
4013105400,2023-10,3
4013105400,2023-11,5
4013105400,2023-12,4
4013105400,2024-01,4
4013105400,2024-02,8
4013105400,2024-03,6
4013105400,2024-04,5
4013105400,2024-05,7
4013105400,2024-06,6
4013105400,2024-07,9
4013105400,2024-08,3
4013105400,2024-09,2
4013105400,2024-10,4
4013105400,2024-11,4
4013105400,2024-12,6
4013105501,2022-01,7
4013105501,2022-02,5
4013105501,2022-03,4
4013105501,2022-04,5
4013105501,2022-05,6
4013105501,2022-06,13
4013105501,2022-07,7
4013105501,2022-08,4
4013105501,2022-09,8
4013105501,2022-10,6
4013105501,2022-11,4
4013105501,2022-12,4
4013105501,2023-01,5
4013105501,2023-02,5
4013105501,2023-03,3
4013105501,2023-04,5
4013105501,2023-05,6
4013105501,2023-06,3
4013105501,2023-07,3
4013105501,2023-08,5
4013105501,2023-09,5
4013105501,2023-10,3
4013105501,2023-11,2
4013105501,2023-12,2
4013105501,2024-01,8
4013105501,2024-02,3
4013105501,2024-03,3
4013105501,2024-04,6
4013105501,2024-05,4
4013105501,2024-06,7
4013105501,2024-07,7
4013105501,2024-08,5
4013105501,2024-09,12
4013105501,2024-10,5
4013105501,2024-11,8
4013105501,2024-12,10
4013105502,2022-01,19
4013105502,2022-02,19
4013105502,2022-03,10
4013105502,2022-04,23
4013105502,2022-05,28
4013105502,2022-06,25
4013105502,2022-07,16
4013105502,2022-08,48
4013105502,2022-09,15
4013105502,2022-10,26
4013105502,2022-11,26
4013105502,2022-12,16
4013105502,2023-01,14
4013105502,2023-02,10
4013105502,2023-03,14
4013105502,2023-04,7
4013105502,2023-05,18
4013105502,2023-06,15
4013105502,2023-07,29
4013105502,2023-08,11
4013105502,2023-09,8
4013105502,2023-10,11
4013105502,2023-11,24
4013105502,2023-12,7
4013105502,2024-01,19
4013105502,2024-02,14
4013105502,2024-03,29
4013105502,2024-04,10
4013105502,2024-05,9
4013105502,2024-06,29
4013105502,2024-07,8
4013105502,2024-08,20
4013105502,2024-09,26
4013105502,2024-10,21
4013105502,2024-11,10
4013105502,2024-12,11
4013105503,2022-01,30
4013105503,2022-02,24
4013105503,2022-03,26
4013105503,2022-04,26
4013105503,2022-05,30
4013105503,2022-06,39
4013105503,2022-07,42
4013105503,2022-08,33
4013105503,2022-09,41
4013105503,2022-10,28
4013105503,2022-11,26
4013105503,2022-12,21
4013105503,2023-01,26
4013105503,2023-02,9
4013105503,2023-03,22
4013105503,2023-04,23
4013105503,2023-05,24
4013105503,2023-06,20
4013105503,2023-07,15
4013105503,2023-08,20
4013105503,2023-09,7
4013105503,2023-10,24
4013105503,2023-11,22
4013105503,2023-12,16
4013105503,2024-01,30
4013105503,2024-02,19
4013105503,2024-03,24
4013105503,2024-04,19
4013105503,2024-05,27
4013105503,2024-06,33
4013105503,2024-07,29
4013105503,2024-08,48
4013105503,2024-09,15
4013105503,2024-10,35
4013105503,2024-11,21
4013105503,2024-12,36
4013105601,2022-02,1
4013105601,2022-04,1
4013105601,2022-05,1
4013105601,2022-07,1
4013105601,2022-08,3
4013105601,2022-09,1
4013105601,2022-10,1
4013105601,2022-12,3
4013105601,2023-03,2
4013105601,2023-04,1
4013105601,2023-06,1
4013105601,2023-07,1
4013105601,2023-10,1
4013105601,2023-12,1
4013105601,2024-01,2
4013105601,2024-02,1
4013105601,2024-04,4
4013105601,2024-05,2
4013105601,2024-06,2
4013105601,2024-07,1
4013105601,2024-09,1
4013105601,2024-10,1
4013105601,2024-12,1
4013105602,2022-01,23
4013105602,2022-02,26
4013105602,2022-03,10
4013105602,2022-04,18
4013105602,2022-05,16
4013105602,2022-06,17
4013105602,2022-07,19
4013105602,2022-08,26
4013105602,2022-09,13
4013105602,2022-10,6
4013105602,2022-11,9
4013105602,2022-12,17
4013105602,2023-01,7
4013105602,2023-02,9
4013105602,2023-03,9
4013105602,2023-04,17
4013105602,2023-05,17
4013105602,2023-06,5
4013105602,2023-07,15
4013105602,2023-08,30
4013105602,2023-09,25
4013105602,2023-10,18
4013105602,2023-11,10
4013105602,2023-12,12
4013105602,2024-01,17
4013105602,2024-02,16
4013105602,2024-03,12
4013105602,2024-04,17
4013105602,2024-05,21
4013105602,2024-06,25
4013105602,2024-07,14
4013105602,2024-08,16
4013105602,2024-09,21
4013105602,2024-10,19
4013105602,2024-11,21
4013105602,2024-12,23
4013105701,2022-01,1
4013105701,2022-02,2
4013105701,2022-03,2
4013105701,2022-05,1
4013105701,2022-06,5
4013105701,2022-07,3
4013105701,2022-08,8
4013105701,2022-09,3
4013105701,2022-10,5
4013105701,2022-11,1
4013105701,2022-12,4
4013105701,2023-01,2
4013105701,2023-02,2
4013105701,2023-03,5
4013105701,2023-04,2
4013105701,2023-05,4
4013105701,2023-06,3
4013105701,2023-07,1
4013105701,2023-08,6
4013105701,2023-09,6
4013105701,2023-10,4
4013105701,2023-12,2
4013105701,2024-01,6
4013105701,2024-02,8
4013105701,2024-03,6
4013105701,2024-04,3
4013105701,2024-05,2
4013105701,2024-06,3
4013105701,2024-07,2
4013105701,2024-08,5
4013105701,2024-09,6
4013105701,2024-10,3
4013105701,2024-11,3
4013105701,2024-12,7
4013105702,2022-01,5
4013105702,2022-02,2
4013105702,2022-03,3
4013105702,2022-04,2
4013105702,2022-05,1
4013105702,2022-08,3
4013105702,2022-09,1
4013105702,2022-10,1
4013105702,2022-11,1
4013105702,2022-12,1
4013105702,2023-01,4
4013105702,2023-02,1
4013105702,2023-03,1
4013105702,2023-04,1
4013105702,2023-05,3
4013105702,2023-06,1
4013105702,2023-07,2
4013105702,2023-08,5
4013105702,2023-09,5
4013105702,2023-10,2
4013105702,2023-11,2
4013105702,2023-12,5
4013105702,2024-01,2
4013105702,2024-02,4
4013105702,2024-03,2
4013105702,2024-04,1
4013105702,2024-05,6
4013105702,2024-06,3
4013105702,2024-07,1
4013105702,2024-08,8
4013105702,2024-09,2
4013105702,2024-10,6
4013105702,2024-11,6
4013105702,2024-12,3
4013105800,2022-01,1
4013105800,2022-02,2
4013105800,2022-03,3
4013105800,2022-05,1
4013105800,2022-06,2
4013105800,2022-07,2
4013105800,2022-08,5
4013105800,2022-09,1
4013105800,2022-10,2
4013105800,2022-11,1
4013105800,2022-12,2
4013105800,2023-01,2
4013105800,2023-02,1
4013105800,2023-05,1
4013105800,2023-06,3
4013105800,2023-07,2
4013105800,2023-08,3
4013105800,2023-09,1
4013105800,2023-10,1
4013105800,2023-11,2
4013105800,2023-12,3
4013105800,2024-01,2
4013105800,2024-02,2
4013105800,2024-03,1
4013105800,2024-08,1
4013105800,2024-10,5
4013105800,2024-11,1
4013105800,2024-12,6
4013105900,2022-01,10
4013105900,2022-02,14
4013105900,2022-03,5
4013105900,2022-04,9
4013105900,2022-05,12
4013105900,2022-06,4
4013105900,2022-07,16
4013105900,2022-08,8
4013105900,2022-09,13
4013105900,2022-10,15
4013105900,2022-11,5
4013105900,2022-12,5
4013105900,2023-01,7
4013105900,2023-02,4
4013105900,2023-03,5
4013105900,2023-04,4
4013105900,2023-05,2
4013105900,2023-06,4
4013105900,2023-07,4
4013105900,2023-08,16
4013105900,2023-09,6
4013105900,2023-10,4
4013105900,2023-11,5
4013105900,2023-12,5
4013105900,2024-01,15
4013105900,2024-02,7
4013105900,2024-03,10
4013105900,2024-04,10
4013105900,2024-05,22
4013105900,2024-06,14
4013105900,2024-07,12
4013105900,2024-08,12
4013105900,2024-09,15
4013105900,2024-10,21
4013105900,2024-11,7
4013105900,2024-12,8
4013106001,2022-01,3
4013106001,2022-02,3
4013106001,2022-03,1
4013106001,2022-05,1
4013106001,2022-06,3
4013106001,2022-07,1
4013106001,2022-08,2
4013106001,2022-09,2
4013106001,2022-10,1
4013106001,2022-11,3
4013106001,2022-12,1
4013106001,2023-01,2
4013106001,2023-02,1
4013106001,2023-03,1
4013106001,2023-05,1
4013106001,2023-09,2
4013106001,2023-10,1
4013106001,2023-11,3
4013106001,2024-01,2
4013106001,2024-03,1
4013106001,2024-04,4
4013106001,2024-06,1
4013106001,2024-07,5
4013106001,2024-08,2
4013106001,2024-09,1
4013106001,2024-10,4
4013106001,2024-11,1
4013106001,2024-12,5
4013106002,2022-01,7
4013106002,2022-02,5
4013106002,2022-03,8
4013106002,2022-04,6
4013106002,2022-05,9
4013106002,2022-06,10
4013106002,2022-07,17
4013106002,2022-08,12
4013106002,2022-09,2
4013106002,2022-10,13
4013106002,2022-11,10
4013106002,2022-12,4
4013106002,2023-01,5
4013106002,2023-02,4
4013106002,2023-03,7
4013106002,2023-04,4
4013106002,2023-05,5
4013106002,2023-06,6
4013106002,2023-07,5
4013106002,2023-08,10
4013106002,2023-09,11
4013106002,2023-10,7
4013106002,2023-11,3
4013106002,2023-12,7
4013106002,2024-01,9
4013106002,2024-02,7
4013106002,2024-03,9
4013106002,2024-04,9
4013106002,2024-05,8
4013106002,2024-06,8
4013106002,2024-07,5
4013106002,2024-08,16
4013106002,2024-09,9
4013106002,2024-10,11
4013106002,2024-11,8
4013106002,2024-12,15
4013106003,2022-01,8
4013106003,2022-02,3
4013106003,2022-03,9
4013106003,2022-04,3
4013106003,2022-05,10
4013106003,2022-06,14
4013106003,2022-07,11
4013106003,2022-08,6
4013106003,2022-09,3
4013106003,2022-10,5
4013106003,2022-11,4
4013106003,2022-12,4
4013106003,2023-01,2
4013106003,2023-02,3
4013106003,2023-03,3
4013106003,2023-04,4
4013106003,2023-05,1
4013106003,2023-06,4
4013106003,2023-07,4
4013106003,2023-08,3
4013106003,2023-09,5
4013106003,2023-10,4
4013106003,2023-11,3
4013106003,2023-12,1
4013106003,2024-01,6
4013106003,2024-02,3
4013106003,2024-03,7
4013106003,2024-04,9
4013106003,2024-05,7
4013106003,2024-06,7
4013106003,2024-07,8
4013106003,2024-08,6
4013106003,2024-09,3
4013106003,2024-10,13
4013106003,2024-11,8
4013106003,2024-12,5
4013106100,2022-01,13
4013106100,2022-02,16
4013106100,2022-03,6
4013106100,2022-04,6
4013106100,2022-05,9
4013106100,2022-06,11
4013106100,2022-07,4
4013106100,2022-08,15
4013106100,2022-09,7
4013106100,2022-10,6
4013106100,2022-11,5
4013106100,2022-12,7
4013106100,2023-01,8
4013106100,2023-02,5
4013106100,2023-03,5
4013106100,2023-04,7
4013106100,2023-05,13
4013106100,2023-06,5
4013106100,2023-07,5
4013106100,2023-08,12
4013106100,2023-09,3
4013106100,2023-10,2
4013106100,2023-11,6
4013106100,2023-12,5
4013106100,2024-01,19
4013106100,2024-02,9
4013106100,2024-03,7
4013106100,2024-04,11
4013106100,2024-05,9
4013106100,2024-06,10
4013106100,2024-07,16
4013106100,2024-08,8
4013106100,2024-09,12
4013106100,2024-10,15
4013106100,2024-11,11
4013106100,2024-12,15
4013106200,2023-06,1
4013106200,2023-08,1
4013106200,2023-11,1
4013106200,2024-07,1
4013106200,2024-09,1
4013106200,2024-12,1
4013106300,2022-01,12
4013106300,2022-02,5
4013106300,2022-03,10
4013106300,2022-04,5
4013106300,2022-05,7
4013106300,2022-06,14
4013106300,2022-07,9
4013106300,2022-08,11
4013106300,2022-09,13
4013106300,2022-10,5
4013106300,2022-11,12
4013106300,2022-12,9
4013106300,2023-01,11
4013106300,2023-02,5
4013106300,2023-03,6
4013106300,2023-04,11
4013106300,2023-05,1
4013106300,2023-06,18
4013106300,2023-07,7
4013106300,2023-08,17
4013106300,2023-09,8
4013106300,2023-10,6
4013106300,2023-11,4
4013106300,2023-12,4
4013106300,2024-01,12
4013106300,2024-02,9
4013106300,2024-03,6
4013106300,2024-04,5
4013106300,2024-05,10
4013106300,2024-06,10
4013106300,2024-07,3
4013106300,2024-08,5
4013106300,2024-09,3
4013106300,2024-10,10
4013106300,2024-11,2
4013106300,2024-12,4
4013106400,2022-01,5
4013106400,2022-02,2
4013106400,2022-03,3
4013106400,2022-04,5
4013106400,2022-05,2
4013106400,2022-06,3
4013106400,2022-07,7
4013106400,2022-08,6
4013106400,2022-09,1
4013106400,2022-10,1
4013106400,2022-11,2
4013106400,2023-01,3
4013106400,2023-02,1
4013106400,2023-03,4
4013106400,2023-04,3
4013106400,2023-05,1
4013106400,2023-06,3
4013106400,2023-07,6
4013106400,2023-08,5
4013106400,2023-09,3
4013106400,2023-10,8
4013106400,2023-11,9
4013106400,2023-12,2
4013106400,2024-01,6
4013106400,2024-02,6
4013106400,2024-03,6
4013106400,2024-04,8
4013106400,2024-05,8
4013106400,2024-06,7
4013106400,2024-07,7
4013106400,2024-08,15
4013106400,2024-09,7
4013106400,2024-10,8
4013106400,2024-11,6
4013106400,2024-12,2
4013106501,2022-01,7
4013106501,2022-02,2
4013106501,2022-03,4
4013106501,2022-04,3
4013106501,2022-05,2
4013106501,2022-06,2
4013106501,2022-07,4
4013106501,2022-09,1
4013106501,2022-10,2
4013106501,2022-11,3
4013106501,2022-12,4
4013106501,2023-03,2
4013106501,2023-04,5
4013106501,2023-05,3
4013106501,2023-06,2
4013106501,2023-07,1
4013106501,2023-08,3
4013106501,2023-09,3
4013106501,2023-10,4
4013106501,2023-11,3
4013106501,2023-12,2
4013106501,2024-01,5
4013106501,2024-02,4
4013106501,2024-03,3
4013106501,2024-04,1
4013106501,2024-05,5
4013106501,2024-07,3
4013106501,2024-08,3
4013106501,2024-10,3
4013106501,2024-11,1
4013106501,2024-12,4
4013106502,2022-02,3
4013106502,2022-03,1
4013106502,2022-05,1
4013106502,2022-06,1
4013106502,2022-07,7
4013106502,2022-08,3
4013106502,2022-10,2
4013106502,2022-12,1
4013106502,2023-01,3
4013106502,2023-02,4
4013106502,2023-03,4
4013106502,2023-04,1
4013106502,2023-05,2
4013106502,2023-06,2
4013106502,2023-07,2
4013106502,2023-08,2
4013106502,2023-09,4
4013106502,2023-10,3
4013106502,2023-11,9
4013106502,2023-12,6
4013106502,2024-02,2
4013106502,2024-03,6
4013106502,2024-04,3
4013106502,2024-05,5
4013106502,2024-06,8
4013106502,2024-07,2
4013106502,2024-08,10
4013106502,2024-09,3
4013106502,2024-10,5
4013106502,2024-11,3
4013106502,2024-12,9
4013106600,2022-01,4
4013106600,2022-02,2
4013106600,2022-03,1
4013106600,2022-04,1
4013106600,2022-05,2
4013106600,2022-06,4
4013106600,2022-07,1
4013106600,2022-08,2
4013106600,2022-09,1
4013106600,2022-10,2
4013106600,2022-11,3
4013106600,2022-12,4
4013106600,2023-01,5
4013106600,2023-02,5
4013106600,2023-03,2
4013106600,2023-04,2
4013106600,2023-05,5
4013106600,2023-06,3
4013106600,2023-07,2
4013106600,2023-08,6
4013106600,2023-09,2
4013106600,2023-10,4
4013106600,2023-11,3
4013106600,2023-12,1
4013106600,2024-01,2
4013106600,2024-03,2
4013106600,2024-04,1
4013106600,2024-06,1
4013106600,2024-07,2
4013106600,2024-08,5
4013106600,2024-09,3
4013106600,2024-10,3
4013106600,2024-11,1
4013106600,2024-12,2
4013106701,2022-01,5
4013106701,2022-02,6
4013106701,2022-03,6
4013106701,2022-04,9
4013106701,2022-05,5
4013106701,2022-06,19
4013106701,2022-07,12
4013106701,2022-08,16
4013106701,2022-09,23
4013106701,2022-10,9
4013106701,2022-11,10
4013106701,2022-12,8
4013106701,2023-01,10
4013106701,2023-02,11
4013106701,2023-03,12
4013106701,2023-04,19
4013106701,2023-05,6
4013106701,2023-06,17
4013106701,2023-07,16
4013106701,2023-08,14
4013106701,2023-09,19
4013106701,2023-10,28
4013106701,2023-11,14
4013106701,2023-12,13
4013106701,2024-01,18
4013106701,2024-02,15
4013106701,2024-03,11
4013106701,2024-04,21
4013106701,2024-05,25
4013106701,2024-06,25
4013106701,2024-07,39
4013106701,2024-08,24
4013106701,2024-09,21
4013106701,2024-10,18
4013106701,2024-11,12
4013106701,2024-12,8
4013106702,2022-01,3
4013106702,2022-05,5
4013106702,2022-06,2
